height,u,v
2253,16.194675050768996,9.350000000000009
2257,16.029028523129497,9.631212000818019
2261,16.029028523129497,9.631212000818019
2266,15.943311793059287,9.579708193327015
2272,15.943311793059287,9.579708193327015
2277,15.857595062989073,9.528204385836007
2282,15.857595062989073,9.528204385836007
2288,15.771878332918861,9.476700578345001
2293,15.771878332918861,9.476700578345001
2297,15.519280159662594,9.697522535467652
2301,15.519280159662594,9.697522535467652
2304,15.43447535004695,9.644530609044331
2308,15.349670540431308,9.591538682621012
2312,15.349670540431308,9.591538682621012
2317,15.264865730815664,9.53854675619769
2323,15.264865730815664,9.53854675619769
2329,15.180060921200022,9.485554829774369
2335,15.180060921200022,9.485554829774369
2340,15.09525611158438,9.43256290335105
2345,15.09525611158438,9.43256290335105
2349,15.010451301968736,9.37957097692773
2353,15.010451301968736,9.37957097692773
2357,15.010451301968736,9.37957097692773
2361,15.010451301968736,9.37957097692773
2365,15.010451301968736,9.37957097692773
2369,15.010451301968736,9.37957097692773
2374,15.09525611158438,9.43256290335105
2378,15.09525611158438,9.43256290335105
2383,15.09525611158438,9.43256290335105
2389,15.180060921200022,9.485554829774369
2394,15.264865730815664,9.53854675619769
2400,15.349670540431308,9.591538682621012
2406,15.43447535004695,9.644530609044331
2411,15.519280159662594,9.697522535467652
2416,15.604084969278235,9.75051446189097
2422,15.688889778893879,9.803506388314293
2427,15.773694588509523,9.856498314737614
2432,15.858499398125163,9.909490241160933
2438,15.943304207740807,9.962482167584255
2444,16.028109017356446,10.015474094007574
2449,16.28617871334013,9.785723423291035
2454,16.457612173480552,9.888731038273045
2459,16.543328903550766,9.940234845764053
2464,16.629045633620972,9.991738653255057
2468,16.714762363691186,10.043242460746063
2472,16.714762363691186,10.043242460746063
2476,16.974097914174994,9.80000000000001
2480,17.060700454553434,9.850000000000009
2483,17.060700454553434,9.850000000000009
2486,17.14730299493188,9.90000000000001
2490,17.317470201360038,9.59923048087747
2493,17.317470201360038,9.59923048087747
2498,17.317470201360038,9.59923048087747
2502,17.317470201360038,9.59923048087747
2507,17.317470201360038,9.59923048087747
2512,17.39406757932086,9.248589786882047
2516,17.39406757932086,9.248589786882047
2519,17.39406757932086,9.248589786882047
2522,17.30577282003497,9.201642630603459
2526,17.217478060749077,9.15469547432487
2529,17.374627221673173,8.852814744921165
2532,17.285526569254333,8.80741569494721
2536,17.196425916835498,8.762016644973256
2541,17.196425916835498,8.762016644973256
2545,17.107325264416662,8.7166175949993
2550,17.018224611997827,8.671218545025347
2555,17.018224611997827,8.671218545025347
2561,16.929123959578988,8.625819495051392
2566,16.84002330716015,8.580420445077436
2571,16.84002330716015,8.580420445077436
2575,16.84002330716015,8.580420445077436
2579,16.750922654741316,8.535021395103483
2582,16.750922654741316,8.535021395103483
2586,16.750922654741316,8.535021395103483
2590,16.750922654741316,8.535021395103483
2595,16.750922654741316,8.535021395103483
2599,16.59941474574783,8.826065380374747
2603,16.59941474574783,8.826065380374747
2606,16.68770950503372,8.873012536653334
2610,16.68770950503372,8.873012536653334
2613,16.776004264319614,8.919959692931924
2616,16.61777443564852,9.2113827846804
2620,16.705236406362463,9.259863746705035
2623,16.705236406362463,9.259863746705035
2626,16.7926983770764,9.308344708729667
2630,16.88016034779034,9.3568256707543
2633,16.800892833418104,9.700000000000008
2636,16.887495373796547,9.750000000000009
2639,16.974097914174994,9.80000000000001
2642,17.060700454553434,9.850000000000009
2646,17.060700454553434,9.850000000000009
2649,17.14730299493188,9.90000000000001
2653,17.05762928397203,10.249257690710083
2657,17.143346014042244,10.30076149820109
2661,17.229062744112454,10.352265305692097
2666,17.229062744112454,10.352265305692097
2671,17.314779474182664,10.4037691131831
2676,17.400496204252878,10.455272920674107
2681,17.400496204252878,10.455272920674107
2686,17.486212934323085,10.50677672816511
2690,17.486212934323085,10.50677672816511
2693,17.486212934323085,10.50677672816511
2697,17.486212934323085,10.50677672816511
2701,17.486212934323085,10.50677672816511
2705,17.486212934323085,10.50677672816511
2709,17.400496204252878,10.455272920674107
2713,17.400496204252878,10.455272920674107
2717,17.493713156445654,10.100000000000009
2720,17.493713156445654,10.100000000000009
2723,17.40711061606721,10.05000000000001
2726,17.320508075688767,10.000000000000009
2730,17.404932172073977,9.647711442902102
2735,17.317470201360038,9.59923048087747
2740,17.2300082306461,9.550749518852836
2745,17.30577282003497,9.201642630603459
2751,17.217478060749077,9.15469547432487
2756,17.129183301463183,9.10774831804628
2762,17.196425916835498,8.762016644973256
2768,17.107325264416662,8.7166175949993
2774,17.018224611997827,8.671218545025347
2780,17.16696628431409,8.372888903671386
2786,17.07708687968417,8.329051788992476
2791,16.98720747505425,8.285214674313568
2795,17.129217174992686,7.987485146899212
2799,17.129217174992686,7.987485146899212
2802,17.038586396289023,7.945223320725144
2805,17.038586396289023,7.945223320725144
2808,17.1746546036809,7.646648889825042
2811,17.266009149445157,7.6873225541326216
2815,17.266009149445157,7.6873225541326216
2818,17.266009149445157,7.6873225541326216
2823,17.35736369520942,7.727996218440202
2827,17.35736369520942,7.727996218440202
2832,17.44871824097368,7.7686698827477825
2836,17.540072786737937,7.809343547055361
2841,17.540072786737937,7.809343547055361
2846,17.6314273325022,7.8500172113629425
2850,17.6314273325022,7.8500172113629425
2855,17.582371068511012,8.198794277769561
2860,17.582371068511012,8.198794277769561
2865,17.673001847214678,8.241056103943633
2871,17.673001847214678,8.241056103943633
2877,17.763632625918344,8.283317930117704
2883,17.763632625918344,8.283317930117704
2888,17.763632625918344,8.283317930117704
2892,17.763632625918344,8.283317930117704
2896,17.763632625918344,8.283317930117704
2899,17.616363307463672,8.592074477065925
2902,17.616363307463672,8.592074477065925
2906,17.616363307463672,8.592074477065925
2910,17.526483902833753,8.548237362387017
2914,17.526483902833753,8.548237362387017
2918,17.526483902833753,8.548237362387017
2922,17.436604498203835,8.504400247708107
2926,17.436604498203835,8.504400247708107
2930,17.34672509357392,8.4605631330292
2935,17.34672509357392,8.4605631330292
2940,17.34672509357392,8.4605631330292
2944,17.256845688944,8.416726018350293
2949,17.256845688944,8.416726018350293
2953,17.256845688944,8.416726018350293
2958,17.256845688944,8.416726018350293
2962,17.256845688944,8.416726018350293
2967,17.256845688944,8.416726018350293
2972,17.107325264416662,8.7166175949993
2977,17.107325264416662,8.7166175949993
2982,17.107325264416662,8.7166175949993
2986,17.107325264416662,8.7166175949993
2991,17.196425916835498,8.762016644973256
2994,17.196425916835498,8.762016644973256
2998,17.196425916835498,8.762016644973256
3002,17.196425916835498,8.762016644973256
3005,17.040888542177292,9.060801161767692
3009,17.129183301463183,9.10774831804628
3012,17.129183301463183,9.10774831804628
3016,17.129183301463183,9.10774831804628
3020,17.129183301463183,9.10774831804628
3024,17.129183301463183,9.10774831804628
3029,17.129183301463183,9.10774831804628
3034,17.129183301463183,9.10774831804628
3038,17.129183301463183,9.10774831804628
3042,17.129183301463183,9.10774831804628
3046,17.129183301463183,9.10774831804628
3050,17.040888542177292,9.060801161767692
3055,17.040888542177292,9.060801161767692
3060,17.040888542177292,9.060801161767692
3065,16.952593782891398,9.013854005489103
3069,16.952593782891398,9.013854005489103
3073,16.864299023605508,8.966906849210513
3077,16.776004264319614,8.919959692931924
3080,16.776004264319614,8.919959692931924
3084,16.68770950503372,8.873012536653334
3089,16.68770950503372,8.873012536653334
3095,16.59941474574783,8.826065380374747
3101,16.511119986461935,8.779118224096157
3107,16.511119986461935,8.779118224096157
3112,16.422825227176045,8.73217106781757
3117,16.422825227176045,8.73217106781757
3122,16.33453046789015,8.685223911538978
3127,16.33453046789015,8.685223911538978
3131,16.33453046789015,8.685223911538978
3136,16.33453046789015,8.685223911538978
3140,16.33453046789015,8.685223911538978
3140,16.246235708604257,8.638276755260389
3144,16.246235708604257,8.638276755260389
3148,16.33453046789015,8.685223911538978
3153,16.483620697484803,8.398824245181618
3158,16.483620697484803,8.398824245181618
3163,16.483620697484803,8.398824245181618
3169,16.483620697484803,8.398824245181618
3174,16.57272134990364,8.444223295155574
3178,16.57272134990364,8.444223295155574
3182,16.661822002322477,8.489622345129527
3186,16.750922654741316,8.535021395103483
3190,16.750922654741316,8.535021395103483
3194,16.84002330716015,8.580420445077436
3197,16.929123959578988,8.625819495051392
3201,16.929123959578988,8.625819495051392
3206,17.018224611997827,8.671218545025347
3210,17.107325264416662,8.7166175949993
3214,17.107325264416662,8.7166175949993
3218,17.196425916835498,8.762016644973256
3222,17.285526569254333,8.80741569494721
3227,17.285526569254333,8.80741569494721
3232,17.374627221673173,8.852814744921165
3237,17.46372787409201,8.89821379489512
3243,17.46372787409201,8.89821379489512
3249,17.552828526510844,8.943612844869074
3254,17.552828526510844,8.943612844869074
3258,17.552828526510844,8.943612844869074
3262,17.641929178929683,8.98901189484303
3266,17.641929178929683,8.98901189484303
3270,17.641929178929683,8.98901189484303
3274,17.73102983134852,9.034410944816983
3279,17.570657097892646,9.342484099439226
3284,17.570657097892646,9.342484099439226
3289,17.570657097892646,9.342484099439226
3294,17.65895185717854,9.389431255717815
3299,17.65895185717854,9.389431255717815
3304,17.65895185717854,9.389431255717815
3308,17.65895185717854,9.389431255717815
3311,17.492394142787916,9.696192404926737
3314,17.492394142787916,9.696192404926737
3317,17.492394142787916,9.696192404926737
3320,17.492394142787916,9.696192404926737
3323,17.492394142787916,9.696192404926737
3326,17.492394142787916,9.696192404926737
3330,17.492394142787916,9.696192404926737
3333,17.492394142787916,9.696192404926737
3336,17.492394142787916,9.696192404926737
3340,17.492394142787916,9.696192404926737
3343,17.404932172073977,9.647711442902102
3347,17.404932172073977,9.647711442902102
3351,17.404932172073977,9.647711442902102
3355,17.317470201360038,9.59923048087747
3360,17.317470201360038,9.59923048087747
3365,17.39406757932086,9.248589786882047
3370,17.30577282003497,9.201642630603459
3375,17.217478060749077,9.15469547432487
3379,17.129183301463183,9.10774831804628
3383,17.040888542177292,9.060801161767692
3387,16.952593782891398,9.013854005489103
3391,16.864299023605508,8.966906849210513
3395,16.776004264319614,8.919959692931924
3399,16.68770950503372,8.873012536653334
3404,16.59941474574783,8.826065380374747
3408,16.511119986461935,8.779118224096157
3413,16.422825227176045,8.73217106781757
3418,16.246235708604257,8.638276755260389
3422,16.157940949318366,8.591329598981801
3426,15.918078669937003,8.82353508848333
3431,15.918078669937003,8.82353508848333
3436,15.830616699223066,8.775054126458697
3441,15.743154728509126,8.726573164434063
3447,15.501854727741446,8.950000000000006
3452,15.501854727741446,8.950000000000006
3458,15.415252187363004,8.900000000000007
3464,15.257577952497597,9.16767773339897
3469,15.257577952497597,9.16767773339897
3474,15.257577952497597,9.16767773339897
3479,15.09525611158438,9.43256290335105
3485,15.09525611158438,9.43256290335105
3491,15.09525611158438,9.43256290335105
3496,14.928336109428548,9.69457482326748
3501,15.01220316622309,9.749038726768982
3506,15.01220316622309,9.749038726768982
3509,14.839772548735247,10.009552972126363
3512,14.922676305990754,10.065472262473438
3515,14.922676305990754,10.065472262473438
3518,15.005580063246258,10.121391552820514
3522,15.005580063246258,10.121391552820514
3526,14.908567206059645,10.439091141589044
3530,14.990482410488546,10.49644878522415
3534,14.990482410488546,10.49644878522415
3538,15.072397614917444,10.553806428859252
3543,15.072397614917444,10.553806428859252
3547,15.154312819346345,10.611164072494358
3552,15.154312819346345,10.611164072494358
3556,15.236228023775244,10.668521716129463
3561,15.047716095374021,10.932805692640004
3566,15.128617794811515,10.99158421786925
3571,15.128617794811515,10.99158421786925
3576,15.128617794811515,10.99158421786925
3581,15.20951949424901,11.050362743098498
3587,15.20951949424901,11.050362743098498
3593,15.20951949424901,11.050362743098498
3600,15.20951949424901,11.050362743098498
3606,15.20951949424901,11.050362743098498
3612,15.20951949424901,11.050362743098498
3616,15.20951949424901,11.050362743098498
3620,15.20951949424901,11.050362743098498
3623,15.128617794811515,10.99158421786925
3627,15.128617794811515,10.99158421786925
3631,15.128617794811515,10.99158421786925
3635,15.047716095374021,10.932805692640004
3640,15.047716095374021,10.932805692640004
3645,14.966814395936526,10.874027167410755
3650,14.966814395936526,10.874027167410755
3656,14.88591269649903,10.815248642181507
3662,14.805010997061537,10.756470116952261
3668,14.724109297624041,10.697691591723013
3672,14.724109297624041,10.697691591723013
3677,14.826652001630748,10.38173349795394
3681,14.744736797201849,10.324375854318834
3684,14.662821592772948,10.26701821068373
3688,14.662821592772948,10.26701821068373
3693,14.58090638834405,10.209660567048626
3698,14.756868791479745,9.953633681779289
3704,14.67396503422424,9.897714391432213
3710,14.67396503422424,9.897714391432213
3715,14.591061276968738,9.84179510108514
3720,14.760601995839464,9.585647016264476
3725,14.760601995839464,9.585647016264476
3730,14.760601995839464,9.585647016264476
3734,14.925646492353096,9.326579050504408
3740,14.925646492353096,9.326579050504408
3745,15.010451301968736,9.37957097692773
3750,15.171861222427383,9.116173925907963
