0.332,0.516
0.333,0.516
0.335,0.516
0.337,0.516
0.339,0.516
0.34,0.516
0.343,0.516
0.344,0.516
0.344,0.516
0.345,0.516
0.347,0.515
0.348,0.515
0.35,0.515
0.351,0.515
0.354,0.515
0.355,0.515
0.356,0.515
0.357,0.515
0.359,0.515
0.361,0.515
0.362,0.515
0.363,0.515
0.364,0.515
0.366,0.515
0.367,0.515
0.369,0.515
0.371,0.514
0.372,0.514
0.374,0.514
0.376,0.514
0.377,0.514
0.378,0.514
0.38,0.514
0.381,0.514
0.382,0.514
0.383,0.514
0.385,0.514
0.387,0.514
0.389,0.514
0.39,0.514
0.392,0.514
0.394,0.514
0.396,0.514
0.397,0.514
0.398,0.514
0.399,0.514
0.401,0.514
0.402,0.514
0.404,0.514
0.405,0.514
0.407,0.514
0.408,0.514
0.41,0.514
0.412,0.514
0.414,0.514
0.416,0.514
0.417,0.514
0.419,0.514
0.42,0.514
0.421,0.514
0.423,0.514
0.425,0.514
0.426,0.514
0.427,0.514
0.429,0.514
0.432,0.514
0.432,0.514
0.433,0.514
0.435,0.514
0.437,0.514
0.439,0.514
0.441,0.514
0.442,0.514
0.444,0.515
0.446,0.515
0.447,0.515
0.449,0.515
0.45,0.515
0.451,0.515
0.453,0.515
0.455,0.515
0.457,0.515
0.459,0.515
0.461,0.515
0.462,0.515
0.463,0.515
0.464,0.515
0.465,0.515
0.468,0.516
0.469,0.516
0.471,0.516
0.473,0.516
0.474,0.516
0.475,0.516
0.477,0.516
0.478,0.516
0.48,0.516
0.482,0.516
0.483,0.516
0.485,0.516
0.487,0.517
0.488,0.517
0.49,0.517
0.492,0.517
0.493,0.517
0.495,0.517
0.497,0.517
0.499,0.518
0.5,0.518
0.502,0.518
0.503,0.518
0.504,0.518
0.507,0.518
0.509,0.518
0.51,0.518
0.512,0.519
0.513,0.519
0.515,0.519
0.517,0.519
0.519,0.519
0.521,0.519
0.523,0.52
0.526,0.52
0.528,0.52
0.53,0.52
0.531,0.52
0.533,0.521
0.534,0.521
0.536,0.521
0.537,0.521
0.539,0.521
0.54,0.521
0.542,0.522
0.544,0.522
0.545,0.522
0.547,0.522
0.549,0.522
0.55,0.523
0.552,0.523
0.553,0.523
0.555,0.523
0.557,0.523
0.559,0.524
0.561,0.524
0.562,0.524
0.564,0.524
0.567,0.525
0.569,0.525
0.571,0.525
0.573,0.525
0.574,0.526
0.576,0.526
0.578,0.526
0.579,0.526
0.581,0.527
0.583,0.527
0.584,0.527
0.586,0.527
0.588,0.528
0.589,0.528
0.591,0.528
0.593,0.529
0.594,0.529
0.596,0.529
0.598,0.529
0.6,0.53
0.602,0.53
0.604,0.53
0.606,0.531
0.608,0.531
0.61,0.531
0.611,0.532
0.613,0.532
0.615,0.532
0.617,0.533
0.619,0.533
0.621,0.534
0.623,0.534
0.625,0.534
0.627,0.535
0.628,0.535
0.63,0.535
0.632,0.536
0.634,0.536
0.637,0.537
0.639,0.537
0.64,0.537
0.642,0.538
0.644,0.538
0.646,0.539
0.648,0.539
0.65,0.539
0.652,0.54
0.653,0.54
0.655,0.54
0.657,0.541
0.659,0.541
0.661,0.542
0.663,0.542
0.665,0.543
0.666,0.543
0.668,0.543
0.67,0.544
0.672,0.545
0.673,0.545
0.676,0.545
0.678,0.546
0.68,0.547
0.682,0.547
0.685,0.548
0.687,0.548
0.688,0.549
0.69,0.549
0.692,0.55
0.694,0.55
0.696,0.551
0.698,0.551
0.7,0.552
0.702,0.553
0.704,0.553
0.706,0.554
0.708,0.554
0.71,0.555
0.712,0.556
0.714,0.556
0.716,0.557
0.718,0.558
0.72,0.558
0.723,0.559
0.725,0.56
0.727,0.56
0.729,0.561
0.731,0.562
0.733,0.562
0.735,0.563
0.738,0.564
0.74,0.565
0.742,0.565
0.743,0.566
0.745,0.567
0.747,0.567
0.749,0.568
0.751,0.569
0.754,0.57
0.756,0.571
0.758,0.572
0.76,0.572
0.762,0.573
0.764,0.574
0.767,0.575
0.769,0.576
0.771,0.577
0.773,0.578
0.775,0.578
0.777,0.579
0.779,0.58
0.781,0.581
0.783,0.582
0.785,0.583
0.786,0.584
0.788,0.584
0.79,0.585
0.792,0.586
0.795,0.588
0.798,0.589
0.8,0.59
0.803,0.592
0.806,0.593
0.808,0.594
0.811,0.596
0.812,0.596
0.814,0.597
0.817,0.599
0.819,0.6
0.821,0.601
0.824,0.603
0.827,0.605
0.829,0.606
0.832,0.608
0.835,0.61
0.837,0.611
0.839,0.612
0.841,0.614
0.844,0.615
0.846,0.617
0.849,0.619
0.852,0.621
0.854,0.623
0.857,0.625
0.859,0.626
0.861,0.628
0.864,0.63
0.867,0.632
0.87,0.635
0.872,0.637
0.875,0.639
0.877,0.641
0.879,0.643
0.882,0.646
0.885,0.648
0.887,0.651
0.89,0.653
0.892,0.656
0.895,0.659
0.897,0.661
0.9,0.664
0.903,0.664
0.906,0.665
0.909,0.665
0.912,0.665
0.915,0.665
0.918,0.666
0.921,0.666
0.924,0.666
0.926,0.667
0.929,0.667
0.932,0.668
0.934,0.668
0.937,0.669
0.94,0.67
0.943,0.67
0.946,0.671
0.949,0.672
0.952,0.673
0.955,0.674
0.958,0.675
0.96,0.677
0.964,0.678
0.967,0.679
0.97,0.681
0.973,0.682
0.976,0.683
0.979,0.685
0.982,0.686
0.985,0.687
0.988,0.689
0.991,0.69
0.994,0.691
0.997,0.693
0.999,0.694
1.002,0.694
1.005,0.694
1.008,0.694
1.01,0.694
1.014,0.694
1.017,0.694
1.021,0.694
1.024,0.694
1.027,0.694
1.03,0.694
1.034,0.694
1.038,0.695
1.041,0.695
1.044,0.695
1.048,0.695
1.051,0.695
1.055,0.695
1.059,0.695
1.062,0.695
1.065,0.695
1.068,0.694
1.071,0.694
1.075,0.694
1.078,0.694
1.08,0.694
1.084,0.694
1.087,0.694
1.09,0.694
1.094,0.694
1.098,0.694
1.101,0.694
1.105,0.694
1.109,0.695
1.112,0.695
1.116,0.695
1.12,0.696
1.124,0.696
1.127,0.696
1.131,0.697
1.134,0.697
1.138,0.697
1.142,0.698
1.146,0.698
1.15,0.698
1.154,0.699
1.158,0.699
1.163,0.699
1.166,0.7
1.171,0.7
1.175,0.7
1.179,0.701
1.184,0.701
1.188,0.701
1.192,0.701
1.197,0.702
1.201,0.702
1.206,0.701
1.21,0.701
1.214,0.701
1.218,0.701
1.223,0.7
1.227,0.7
1.232,0.699
1.236,0.699
1.241,0.699
1.245,0.698
1.25,0.697
1.254,0.697
1.258,0.696
1.263,0.696
1.268,0.695
1.273,0.694
1.278,0.693
1.283,0.692
1.287,0.691
1.292,0.69
1.297,0.689
1.302,0.688
1.307,0.687
1.312,0.686
1.317,0.684
1.322,0.683
1.327,0.682
1.332,0.681
1.337,0.68
1.342,0.679
1.347,0.678
1.352,0.676
1.357,0.675
1.363,0.674
1.368,0.673
1.373,0.672
1.378,0.671
1.384,0.669
1.389,0.668
1.395,0.667
1.401,0.666
1.406,0.665
1.412,0.664
1.417,0.662
1.423,0.661
1.429,0.66
1.434,0.659
1.44,0.658
1.446,0.657
1.452,0.656
1.458,0.654
1.464,0.653
1.47,0.652
1.476,0.651
1.482,0.65
1.488,0.649
1.494,0.648
1.501,0.647
1.507,0.645
1.513,0.644
1.519,0.643
1.526,0.642
1.532,0.641
1.539,0.64
1.545,0.639
1.551,0.638
1.558,0.637
1.565,0.636
1.571,0.634
1.578,0.633
1.585,0.632
1.592,0.631
1.598,0.63
1.605,0.629
1.613,0.628
1.62,0.627
1.627,0.626
1.634,0.625
1.641,0.624
1.649,0.622
1.656,0.621
1.663,0.62
1.671,0.619
1.678,0.618
1.686,0.617
1.694,0.616
1.702,0.615
1.71,0.614
1.718,0.612
1.726,0.611
1.733,0.61
1.742,0.609
1.75,0.608
1.758,0.607
1.766,0.605
1.774,0.604
1.78,0.603
1.784,0.603
